matchNum,summoner,matchId,blueKills-redKills,blueAssists-redAssists,blueGold-redGold,blueAvgLevel-redAvgLevel,blueDamageToTurrets-redDamageToTurrets,blueDragonKills-redDragonKills,gameLength,numPlayers,outcome
7000,ha cai toi xuong,"NA1_4178310382",14,34,11878,1.8,9995,0,1923,10,1
7001,ha cai toi xuong,"NA1_4178214818",23,44,9381,2,9981,1,1391,10,1
7002,ha cai toi xuong,"NA1_4178164197",-16,-35,-8945,-1,-15293,-2,1888,10,0
7003,ha cai toi xuong,"NA1_4178082963",-6,-23,-7964,-1.2,-14444,-3,1298,10,0
7004,Dëmons,"NA1_4190092737",-4,-10,-7195,-0.8,-5289,1,1395,10,0
7005,Dëmons,"NA1_4183589977",23,33,13800,1.4,7150,2,1129,10,1
7006,Dëmons,"NA1_4181730623",-6,9,-10414,-1.8,-7962,0,1669,10,0
7007,Dëmons,"NA1_4181695288",-13,-10,-9804,-0.8,-12036,-3,1315,10,0
7008,Dëmons,"NA1_4181681200",-20,-15,-7826,-1.4,-8874,-1,1261,10,0
7009,Dëmons,"NA1_4181645976",13,28,8617,1.4,12760,2,1168,10,1
7010,Dëmons,"NA1_4181603973",-8,-26,-6526,-0.8,-14106,-1,1185,10,0
7011,Dëmons,"NA1_4180939510",28,21,15834,2,17797,3,1402,10,1
7012,Dëmons,"NA1_4180665414",14,30,10766,1.8,11975,2,1676,10,1
7013,Dëmons,"NA1_4179606084",-16,-28,-11945,-1.8,-18528,-3,1794,10,0
7014,Dëmons,"NA1_4172962915",-8,-24,-15228,-1,-24265,-2,1771,10,0
7015,Dëmons,"NA1_4170217919",12,6,12186,0.6,21204,3,1604,10,1
7016,Dëmons,"NA1_4170157569",20,41,6032,0.6,15141,3,2038,10,1
7017,Dëmons,"NA1_4169640222",-4,-9,696,0.2,7777,-2,2387,10,0
7018,Dëmons,"NA1_4162579113",5,7,4734,1.2,-2374,2,1411,10,1
7019,Dëmons,"NA1_4018769547",-21,-35,-14979,-2,-23284,-2,1428694,10,0
7020,Dëmons,"NA1_4009237363",22,34,14933,2,13303,1,1579459,10,1
7021,Dëmons,"NA1_4007102458",-10,-27,-9057,-1,-15301,0,1720789,10,0
7022,Dëmons,"NA1_4006296112",-14,-6,-8603,-1.4,-1882,-3,1449727,10,0
7023,Dëmons,"NA1_4005204538",18,22,13888,1.4,21282,1,1212781,10,1
7024,Dëmons,"NA1_3977647376",0,-29,13153,0.2,23545,4,2491938,10,1
7025,Dëmons,"NA1_3977632808",9,9,3355,0,-10230,3,1937181,10,0
7026,Dëmons,"NA1_3977529445",-15,-30,-13404,-1.8,-11751,0,1628510,10,0
7027,Dëmons,"NA1_3977380880",15,16,10976,1.2,12650,2,1121802,10,1
7028,Dëmons,"NA1_3977364803",13,15,10443,1.2,10767,2,1551134,10,1
7029,Dëmons,"NA1_3977180202",17,10,8023,1.4,11669,4,1738082,10,1
7030,Dëmons,"NA1_3976686101",6,31,5233,-0.2,11061,-1,2104060,10,1
7031,Dëmons,"NA1_3976579145",-12,-31,-10359,-1.6,-12194,0,2296179,10,0
7032,Dëmons,"NA1_3976562584",-21,-29,-13132,-1.8,-13148,-3,1446073,10,0
7033,Dëmons,"NA1_3976427437",16,2,13407,1,18899,4,1623468,10,1
7034,Dëmons,"NA1_3974422827",-18,-30,-9519,-1,-3781,-4,1678739,10,0
7035,Dëmons,"NA1_3974357285",18,15,12593,1.6,15352,1,1366971,10,1
7036,Dëmons,"NA1_3973484572",6,5,7844,1,5880,3,2050677,10,1
7037,Dëmons,"NA1_3973385907",-5,-10,-4933,-0.2,-18590,-3,1949893,10,0
7038,Dëmons,"NA1_3971361144",-13,-16,-9526,-1.4,-11251,-1,2103511,10,0
7039,Dëmons,"NA1_3970008836",-20,-38,-15259,-1.2,-21593,-1,1542566,10,0
7040,Dëmons,"NA1_3969319373",-9,-11,-8029,-1,-4982,-5,1852126,10,0
7041,Dëmons,"NA1_3968512528",-5,-6,-5172,-0.8,2130,-4,2334562,10,0
7042,Dëmons,"NA1_3968094169",-22,-26,-15502,-1.8,-34759,-1,1370084,10,0
7043,Dëmons,"NA1_3968054499",1,0,336,0.4,0,0,205606,10,1
7044,Dëmons,"NA1_3967966810",0,9,-1953,0.2,6111,2,1918276,10,1
7045,Dëmons,"NA1_3966904502",8,3,7414,0.4,23013,-1,1946462,10,1
7046,Dëmons,"NA1_3966798657",4,21,6034,1,4753,1,2051854,10,1
7047,Dëmons,"NA1_3966292268",10,11,7031,0.6,21535,-2,1800826,10,1
7048,Dëmons,"NA1_3964513567",-25,-24,-14133,-1.4,-16832,-5,1970874,10,0
7049,Dëmons,"NA1_3963413834",-22,-42,-7532,-1,-8089,-3,1921262,10,0
7050,Dëmons,"NA1_3963214531",8,12,6107,1.2,-18,1,2519775,10,1
7051,Dëmons,"NA1_3962767663",-10,-25,-10240,-1.8,-19581,-2,1689371,10,0
7052,Dëmons,"NA1_3962586054",-14,-16,-8452,-0.4,-13763,-2,2447647,10,0
7053,Dëmons,"NA1_3962304666",-6,-17,690,-0.6,-4722,-2,1673252,10,0
7054,WackoLovesYou,"NA1_4260428027",4,-6,4981,0.2,11034,3,2072,10,1
7055,WackoLovesYou,"NA1_4259489738",25,35,14881,1.4,19795,4,1727,10,1
7056,WackoLovesYou,"NA1_4249133464",-6,12,-5781,-0.6,9903,-3,2271,10,0
7057,WackoLovesYou,"NA1_4249096201",-9,-4,-10980,-1.2,-17129,1,1385,10,0
7058,WackoLovesYou,"NA1_4247682350",24,36,11050,2,12131,4,1644,10,1
7059,WackoLovesYou,"NA1_4246828347",-12,-19,-10041,-1.4,-12801,1,1532,10,0
7060,WackoLovesYou,"NA1_4246686186",-16,-14,-11816,-1.2,-26700,-4,1415,10,0
7061,WackoLovesYou,"NA1_4246668455",-24,-18,-15658,-1.4,-28155,-3,1446,10,0
7062,WackoLovesYou,"NA1_4246626629",8,13,6675,1,11539,3,1843,10,1
7063,WackoLovesYou,"NA1_4246524249",17,11,12927,1.6,13969,0,1276,10,1
7064,WackoLovesYou,"NA1_4246459353",10,23,8446,1.2,13043,1,1350,10,1
7065,WackoLovesYou,"NA1_4243801929",16,5,10739,0.8,11745,1,1328,10,1
7066,WackoLovesYou,"NA1_4243799893",-12,-22,-7666,-1.2,-13702,-4,1529,10,0
7067,WackoLovesYou,"NA1_4243595245",3,-3,5559,1.2,11196,2,1535,10,1
7068,WackoLovesYou,"NA1_4243620251",-27,-19,-15970,-1.8,-11812,-3,1328,10,0
7069,WackoLovesYou,"NA1_4242852884",14,20,9186,1,17480,1,1573,10,1
7070,WackoLovesYou,"NA1_4238298542",-13,-29,-13145,-1.6,-21427,-2,1733,10,0
7071,WackoLovesYou,"NA1_4234007366",-15,-24,-10561,-1.2,-12465,-4,1489,10,0
7072,WackoLovesYou,"NA1_4231661760",-7,-49,-5658,-1.4,-6820,1,2132,10,0
7073,WackoLovesYou,"NA1_4225184358",-14,-34,-13813,-1.6,-14353,-4,1563,10,0
7074,WackoLovesYou,"NA1_4225230197",0,0,-260,-0.4,0,0,198,10,0
7075,WackoLovesYou,"NA1_4225166434",-21,-17,-14253,-1.8,-18081,-2,934,10,0
7076,WackoLovesYou,"NA1_4224991461",-6,-23,-5409,-1,-11295,3,1888,10,0
7077,WackoLovesYou,"NA1_4220151637",-20,-13,-15101,-1.8,-25482,-4,1525,10,0
7078,WackoLovesYou,"NA1_4219674346",19,17,14693,2.2,16250,3,1472,10,1
7079,WackoLovesYou,"NA1_4218410714",-16,-40,-10867,-1.6,-14668,-2,1801,10,0
7080,WackoLovesYou,"NA1_4216321360",-1,2,-7911,-1.2,-15139,-1,2051,10,0
7081,WackoLovesYou,"NA1_4215422901",0,-5,-8238,-0.4,-10546,-1,2668,10,0
7082,WackoLovesYou,"NA1_4207317091",7,40,7526,1.4,1642,1,1362,10,1
7083,WackoLovesYou,"NA1_4206763773",21,22,8171,0.8,5035,3,1987,10,1
7084,WackoLovesYou,"NA1_4205247223",8,10,9167,1.8,17157,2,1722,10,1
7085,WackoLovesYou,"NA1_4205225969",22,14,2319,0.8,7310,2,2370,10,1
7086,WackoLovesYou,"NA1_4204928989",18,25,7357,1.8,8453,4,1417,10,1
7087,WackoLovesYou,"NA1_4201393887",-15,-44,-9137,-1.4,-11364,2,1767,10,0
7088,WackoLovesYou,"NA1_4201327046",-20,-47,-5135,-1,-8031,-4,1394,10,0
7089,WackoLovesYou,"NA1_4190920656",-23,-20,-15284,-1.6,-16665,-4,1634,10,0
7090,WackoLovesYou,"NA1_4183627772",18,15,10012,1.6,3923,1,934,10,1
7091,WackoLovesYou,"NA1_4179411931",21,46,8804,1,9336,2,1625,10,1
7092,WackoLovesYou,"NA1_4179383025",28,35,13677,1.8,16184,3,1594,10,1
7093,WackoLovesYou,"NA1_4179294076",11,19,6921,0.6,8273,4,1630,10,1
7094,WackoLovesYou,"NA1_4179042280",13,0,714,-0.4,1784,1,2161,10,0
7095,WackoLovesYou,"NA1_4178156718",-17,-31,-13176,-1.4,-17412,-4,1576,10,0
7096,WackoLovesYou,"NA1_4178115809",1,8,-4554,0.4,-20457,-2,1610,10,0
7097,WackoLovesYou,"NA1_4178029322",18,23,13909,1.4,15631,4,1428,10,1
7098,WackoLovesYou,"NA1_4177895845",5,5,8133,1.2,14184,4,1689,10,1
7099,WackoLovesYou,"NA1_4177826044",6,26,7078,0.4,17129,1,2491,10,1
7100,WackoLovesYou,"NA1_4177755304",-17,-27,-12685,-1.4,-21754,-2,1745,10,0
7101,WackoLovesYou,"NA1_4177308249",10,4,6065,1,3682,3,1223,10,1
7102,WackoLovesYou,"NA1_4176687333",-22,-25,-14582,-2,-12750,-2,967,10,0
7103,WackoLovesYou,"NA1_4176631545",16,29,6125,1.2,13316,4,2012,10,1
7104,Highlydodgy,"NA1_4266720433",-7,13,-11592,-1.6,-20034,-2,1588,10,0
7105,Highlydodgy,"NA1_4266713435",-26,-43,-15698,-1.6,-20171,2,1191,10,0
7106,Highlydodgy,"NA1_4265648467",-18,-7,-14245,-0.8,-13177,3,2137,10,0
7107,Highlydodgy,"NA1_4263745147",-19,-64,-9199,-0.6,-20675,-3,1890,10,0
7108,Highlydodgy,"NA1_4263780193",-2,19,-3086,-0.4,-7557,-2,2319,10,0
7109,Highlydodgy,"NA1_4263727522",13,38,12268,1.2,15657,4,1411,10,1
7110,Highlydodgy,"NA1_4263578055",8,-1,2860,-0,-3280,0,1721,10,1
7111,Highlydodgy,"NA1_4263480859",-4,16,6897,0.4,11250,-1,2151,10,1
7112,Highlydodgy,"NA1_4263417097",-18,-23,-13279,-1.4,-18890,-3,1369,10,0
7113,Highlydodgy,"NA1_4263410975",-6,3,-9738,-1.4,-11527,-4,1560,10,0
7114,Highlydodgy,"NA1_4262960356",13,24,8776,1.6,4352,-1,1996,10,1
7115,Highlydodgy,"NA1_4262655405",-2,11,3843,0.2,6228,-4,1794,10,1
7116,Highlydodgy,"NA1_4262129528",-4,-11,-6163,-0.6,-12899,-1,2058,10,0
7117,Highlydodgy,"NA1_4262097741",-24,-12,-9893,-0.8,-11590,-4,1993,10,0
7118,Highlydodgy,"NA1_4261998996",2,1,7528,1.2,-472,-2,1840,10,1
7119,Highlydodgy,"NA1_4261944669",-14,-28,-10215,-0.4,5234,5,2887,10,0
7120,Highlydodgy,"NA1_4261971436",12,6,10466,1.2,19941,3,1860,10,1
7121,Highlydodgy,"NA1_4261894755",-3,1,-4321,0.2,-20233,2,2152,10,0
7122,Highlydodgy,"NA1_4261882884",-19,-11,-12199,-1.8,-15207,-3,1386,10,0
7123,Highlydodgy,"NA1_4261900744",-22,-34,-18491,-2.2,-22592,-3,1440,10,0
7124,Highlydodgy,"NA1_4261558456",12,30,7424,1.2,8607,0,1844,10,1
7125,Highlydodgy,"NA1_4261553585",21,22,12489,1.4,11361,0,1006,10,1
7126,Highlydodgy,"NA1_4261366287",15,18,1313,0.6,-10166,1,2332,10,0
7127,Highlydodgy,"NA1_4261183523",4,23,-3167,-0.2,-2368,4,1725,10,0
7128,Highlydodgy,"NA1_4260569672",-16,-18,-10489,-1.8,-6395,-1,761,10,0
7129,Highlydodgy,"NA1_4260216561",1,2,274,-0.4,-482,0,203,10,0
7130,Highlydodgy,"NA1_4260188399",-9,-7,-13271,-1.4,-14191,-3,1259,10,0
7131,Highlydodgy,"NA1_4260070609",13,13,13269,1.6,15321,0,1042,10,1
7132,Highlydodgy,"NA1_4259959188",-15,-27,-10162,-2.2,-6985,-1,1973,10,0
7133,Highlydodgy,"NA1_4259777774",-10,-31,3002,0,16377,0,1858,10,1
7134,Highlydodgy,"NA1_4259691402",23,40,12215,1.2,22862,2,1687,10,1
7135,Highlydodgy,"NA1_4259647379",16,29,15745,1.2,17595,3,1159,10,1
7136,Highlydodgy,"NA1_4259654869",-20,-23,-14000,-2.2,-18113,-2,1530,10,0
7137,Highlydodgy,"NA1_4257479602",-18,-18,-11264,-1.8,-20118,-1,1354,10,0
7138,Highlydodgy,"NA1_4257455825",32,29,20703,2.4,17340,2,1247,10,1
7139,Highlydodgy,"NA1_4256937239",20,12,10784,1,14094,4,1732,10,1
7140,Highlydodgy,"NA1_4256953169",-24,-24,-16663,-1.8,-16723,-1,1587,10,0
7141,Highlydodgy,"NA1_4256337151",-7,-41,-8162,-1.2,-17641,-4,1941,10,0
7142,Highlydodgy,"NA1_4255983225",13,31,9052,2,894,5,1894,10,1
7143,Highlydodgy,"NA1_4255978598",20,19,14837,1.8,24409,4,1735,10,1
7144,Highlydodgy,"NA1_4255939042",-24,-31,-12042,-1.8,10255,-1,1987,10,0
7145,Highlydodgy,"NA1_4255975296",-15,-15,-14071,-1.8,-16323,-2,1627,10,0
7146,Highlydodgy,"NA1_4255946249",-13,-13,-15721,-2.4,-25086,-3,1409,10,0
7147,Highlydodgy,"NA1_4255972654",-3,10,2176,1.4,13066,3,2072,10,1
7148,Highlydodgy,"NA1_4255923621",-4,28,-7915,0,-17649,2,2389,10,0
7149,Highlydodgy,"NA1_4255744004",-3,-11,-9960,-1.2,-9845,-2,975,10,0
7150,Highlydodgy,"NA1_4255601740",16,10,12533,1.8,14270,1,1563,10,1
7151,Highlydodgy,"NA1_4254863187",-8,-28,-10394,-1.8,-13684,-2,1412,10,0
7152,Highlydodgy,"NA1_4251256722",-14,-13,-13444,-1.6,-12207,0,1803,10,0
7153,Highlydodgy,"NA1_4247610917",0,-24,-5762,-0.4,-14140,1,2293,10,0
7154,Toadstep123,"NA1_4259902348",-14,-20,-14035,-2,-18344,-1,1259,10,0
7155,Toadstep123,"NA1_4259847410",1,-7,4721,0.2,5732,-2,2323,10,1
7156,Toadstep123,"NA1_4258817430",-7,-13,-2612,-0.6,-2981,-2,1133,10,0
7157,Toadstep123,"NA1_4258297841",-27,-50,-18366,-2.4,-21903,-2,1285,10,0
7158,Toadstep123,"NA1_4258274120",2,-19,1195,0.6,9237,2,1699,10,1
7159,Toadstep123,"NA1_4232752667",-2,-22,-6214,-0.8,-11594,0,1795,10,0
7160,Toadstep123,"NA1_4232665953",-16,-33,-8492,-1.4,-7691,-3,2054,10,0
7161,Toadstep123,"NA1_4225769965",-2,-11,-2219,-0.6,10707,2,2522,10,0
7162,Toadstep123,"NA1_4225565381",1,-6,1567,0,4222,-1,1816,10,1
7163,Toadstep123,"NA1_4225561653",4,1,9575,1,28846,-1,1832,10,1
7164,Toadstep123,"NA1_4217491307",21,41,12404,1,5141,0,1722,10,1
7165,Toadstep123,"NA1_4217403992",-9,-14,-8207,-1.6,-4854,-2,1687,10,0
7166,Toadstep123,"NA1_4217400475",10,13,3868,0.8,12871,0,1756,10,1
7167,Toadstep123,"NA1_4216556441",-12,-30,-6572,-1,-8423,-3,1829,10,0
7168,Toadstep123,"NA1_4215795282",11,20,9756,1.4,16316,2,1679,10,1
7169,Toadstep123,"NA1_4215757083",7,30,11761,1.6,7036,-3,2281,10,1
7170,Toadstep123,"NA1_4214525246",19,13,12479,1.2,14850,3,1169,10,1
7171,Toadstep123,"NA1_4214254880",-12,-16,-7027,-1.2,-4749,0,930,10,0
7172,Toadstep123,"NA1_4214229274",16,14,12732,1.2,22960,2,1772,10,1
7173,Toadstep123,"NA1_4214185379",-10,-12,-5977,-0.8,-40526,-4,1783,10,0
7174,Toadstep123,"NA1_4214122851",19,12,14352,1.8,23331,2,1340,10,1
7175,Toadstep123,"NA1_4214109005",-6,-2,-2224,-0.2,-4611,-3,1414,10,0
7176,Toadstep123,"NA1_4213163994",4,0,3303,0.6,2339,-1,2246,10,1
7177,Toadstep123,"NA1_4212194762",-19,-17,-13908,-1.6,-19952,-1,1107,10,0
7178,Toadstep123,"NA1_4210512614",-10,-33,-5801,-1.4,-4388,3,2084,10,0
7179,Toadstep123,"NA1_4210446248",14,20,13393,1.8,8596,3,1370,10,1
7180,Toadstep123,"NA1_4210257821",3,-1,6342,0.4,14660,-1,1367,10,1
7181,Toadstep123,"NA1_4210290068",-18,-3,-6880,-0.8,-11167,-3,1487,10,0
7182,Toadstep123,"NA1_4210183830",-20,-71,-12193,-2,-13506,-2,1641,10,0
7183,Toadstep123,"NA1_4210147210",-8,0,-9753,-2.2,-17537,-1,847,10,0
7184,Toadstep123,"NA1_4210131759",-14,-16,-13146,-0.8,-23153,-1,1434,10,0
7185,Toadstep123,"NA1_4210106837",-22,-24,-9924,-1,-16642,-2,1266,10,0
7186,Toadstep123,"NA1_4210027706",-19,-32,-12725,-1.6,-16309,-3,1543,10,0
7187,Toadstep123,"NA1_4210023622",19,25,11028,1.4,7505,1,1238,10,1
7188,Toadstep123,"NA1_4209932041",22,33,11947,1.4,15059,3,1416,10,1
7189,Toadstep123,"NA1_4209418540",12,33,10972,2,1645,-1,1942,10,1
7190,Toadstep123,"NA1_4209440892",3,24,1395,1.4,1371,2,1630,10,1
7191,Toadstep123,"NA1_4209217811",-14,-13,-11417,-1.6,-14324,-3,2006,10,0
7192,Toadstep123,"NA1_4209210485",-14,-17,-10881,-1.8,-11441,-3,1653,10,0
7193,Toadstep123,"NA1_4209072374",-7,-35,-11111,-0.6,-14377,-5,2012,10,0
7194,Toadstep123,"NA1_4207561346",17,22,8387,1.4,12767,3,1379,10,1
7195,Toadstep123,"NA1_4207533822",-18,-2,-9347,-0.6,-20364,-3,2128,10,0
7196,Toadstep123,"NA1_4207496821",0,18,-9398,-1,-7064,-1,1839,10,0
7197,Toadstep123,"NA1_4207440013",-5,-36,-2920,-1.2,4952,-4,2361,10,0
7198,Toadstep123,"NA1_4204590035",-15,-8,-8323,-0.2,-17397,-4,1669,10,0
7199,Toadstep123,"NA1_4204566381",-11,-5,-7936,-1.2,-3141,-2,1982,10,0
7200,Toadstep123,"NA1_4204523759",-19,-26,-12098,-1.8,-10714,1,2172,10,0
7201,Toadstep123,"NA1_4204120370",-7,-20,-8579,-2,-10571,0,1820,10,0
7202,Toadstep123,"NA1_4204029646",5,16,2254,-0.2,3256,-1,2092,10,1
7203,Toadstep123,"NA1_4203840339",20,19,12697,1.2,22456,4,1617,10,1
7204,09324,"NA1_4267787389",13,22,8979,0.8,5391,2,1468,10,1
7205,09324,"NA1_4266666652",-9,-14,682,-0.2,6485,-1,1877,10,1
7206,09324,"NA1_4265809780",-24,-52,-11576,-1.6,-5780,-4,1587,10,0
7207,09324,"NA1_4265748538",-21,-5,-12888,-1.2,-21906,-2,1559,10,0
7208,09324,"NA1_4264802765",30,26,15971,2.6,11698,2,1401,10,1
7209,09324,"NA1_4264744731",-28,-50,-14505,-2,-20862,-3,1245,10,0
7210,09324,"NA1_4263526732",17,11,10574,1.6,15911,2,1659,10,1
7211,09324,"NA1_4263439167",-26,-26,-12082,-2,-11130,-2,1509,10,0
7212,09324,"NA1_4263379031",-15,-22,-16699,-1.6,-23086,-4,1468,10,0
7213,09324,"NA1_4262650104",-3,-13,-6201,-0.6,-8386,-2,2153,10,0
7214,09324,"NA1_4261501151",20,47,13147,1.4,12699,2,1814,10,1
7215,09324,"NA1_4259703407",-11,-31,-10624,-1.2,-18711,-1,1528,10,0
7216,09324,"NA1_4258746517",-16,-46,-7959,-1.2,-7574,-2,1686,10,0
7217,09324,"NA1_4256760898",-27,-35,-11164,-1.4,-14682,-4,1757,10,0
7218,09324,"NA1_4255871085",19,12,7901,1,13161,-1,1961,10,1
7219,09324,"NA1_4253169045",-4,-8,-6168,-1,-13132,-1,1631,10,0
7220,09324,"NA1_4252331825",-12,-13,-8591,-1.2,-6258,-2,1517,10,0
7221,09324,"NA1_4251140777",-9,-17,-10478,-0.8,-8727,0,1510,10,0
7222,09324,"NA1_4250242511",17,21,10504,1.2,19193,3,1286,10,1
7223,09324,"NA1_4249372745",-34,-17,-15716,-2,-19442,-4,1619,10,0
7224,09324,"NA1_4248342077",7,13,2696,-0.2,8835,-2,1767,10,1
7225,09324,"NA1_4247561035",3,3,3238,0.6,8932,-1,2038,10,1
7226,09324,"NA1_4246722881",18,14,13770,1.4,13852,3,1261,10,1
7227,09324,"NA1_4245572601",7,-9,5484,-0.4,-622,0,2324,10,0
7228,09324,"NA1_4243679842",13,17,8857,1.4,19384,3,1900,10,1
7229,09324,"NA1_4242674191",-7,-18,-5940,-1,-20448,0,1785,10,0
7230,09324,"NA1_4241911479",18,2,12257,1.4,17645,4,1681,10,1
7231,09324,"NA1_4241049710",17,33,-53,1.2,14321,1,2057,10,1
7232,09324,"NA1_4239961278",-3,-9,-5362,-0.8,-13777,0,2343,10,0
7233,09324,"NA1_4239085771",-19,-36,-12555,-1.6,-16576,0,1560,10,0
7234,09324,"NA1_4238082924",-5,-23,-7133,-1.2,-14628,-1,1887,10,0
7235,09324,"NA1_4236927498",12,51,2003,1.6,-7218,4,2201,10,0
7236,09324,"NA1_4236109529",11,39,8460,1.6,8604,2,1691,10,1
7237,09324,"NA1_4236096223",16,12,10337,1.8,19601,4,1705,10,1
7238,09324,"NA1_4235103568",-17,-22,-2452,0.6,-13760,-3,2430,10,0
7239,09324,"NA1_4235101341",15,5,6419,1.4,1433,4,1809,10,1
7240,09324,"NA1_4233232854",15,19,11712,2,12315,0,1701,10,1
7241,09324,"NA1_4233230895",11,27,11915,1.6,24506,4,1744,10,1
7242,09324,"NA1_4232114528",13,19,10893,1.6,19971,2,1558,10,1
7243,09324,"NA1_4231109542",-11,-22,-2804,-0.4,-9372,-4,2534,10,0
7244,09324,"NA1_4231087756",18,37,13360,2.2,12048,4,1605,10,1
7245,09324,"NA1_4229833501",-5,2,-7386,0,-11376,4,2905,10,0
7246,09324,"NA1_4229779667",31,43,14653,2,16258,4,1497,10,1
7247,09324,"NA1_4228870669",5,-38,-3184,-1,-5384,3,2017,10,0
7248,09324,"NA1_4228777868",14,33,6112,0.2,18421,2,2361,10,1
7249,09324,"NA1_4227891976",-22,-63,-14485,-2,-12440,1,1957,10,0
7250,09324,"NA1_4227748845",-10,-15,-8867,-1,-15332,-3,1882,10,0
7251,09324,"NA1_4227784915",20,20,16778,1.8,20120,2,1492,10,1
7252,09324,"NA1_4226540460",15,37,8976,2,-464,1,1372,10,1
7253,09324,"NA1_4226449648",-21,-19,-16112,-1.6,-27220,-3,1370,10,0
7254,UnspottedÃnemone,"NA1_4266578079",-8,9,-2634,-0.4,4955,-2,1885,10,0
7255,UnspottedÃnemone,"NA1_4266581471",22,34,9337,2.4,8731,2,2033,10,1
7256,UnspottedÃnemone,"NA1_4266262305",25,24,9229,0.8,15339,4,1830,10,1
7257,UnspottedÃnemone,"NA1_4266225239",-23,-10,-10436,-0.6,-23640,0,1520,10,0
7258,UnspottedÃnemone,"NA1_4266158099",2,4,3097,0.4,8415,3,1666,10,1
7259,UnspottedÃnemone,"NA1_4255927187",12,19,11067,1.4,7359,3,1861,10,1
7260,UnspottedÃnemone,"NA1_4255964066",23,2,13548,1.4,19320,4,1762,10,1
7261,UnspottedÃnemone,"NA1_4255943461",-14,-20,-11225,-1.4,-15573,-3,1168,10,0
7262,UnspottedÃnemone,"NA1_4254005965",-8,2,-6357,-0.2,-19229,-3,1984,10,0
7263,UnspottedÃnemone,"NA1_4254004477",-16,-12,-7653,-1.4,-8579,-2,1068,10,0
7264,UnspottedÃnemone,"NA1_4253969673",-5,-44,-6351,-0.8,3024,0,2349,10,0
7265,UnspottedÃnemone,"NA1_4253929553",-9,-8,-10265,-1.4,-7416,-2,953,10,0
7266,UnspottedÃnemone,"NA1_4253972951",-6,-3,-7077,-1.4,-9866,0,1573,10,0
7267,UnspottedÃnemone,"NA1_4253166794",-15,-18,-13779,-1.8,-4133,0,1718,10,0
7268,UnspottedÃnemone,"NA1_4253126215",12,12,7612,1,6370,-1,1391,10,1
7269,UnspottedÃnemone,"NA1_4253133433",-23,-20,-12984,-1.2,-14991,-3,1376,10,0
7270,UnspottedÃnemone,"NA1_4253141518",15,18,6425,0.8,-2420,2,938,10,1
7271,UnspottedÃnemone,"NA1_4253107457",26,17,10948,1,21662,3,1444,10,1
7272,UnspottedÃnemone,"NA1_4253084760",11,0,11305,1.8,21243,3,1559,10,1
7273,UnspottedÃnemone,"NA1_4253060926",20,28,13094,1.2,15392,2,1083,10,1
7274,UnspottedÃnemone,"NA1_4253025587",-1,-10,-6354,-0.8,-13360,0,1641,10,0
7275,UnspottedÃnemone,"NA1_4253029738",0,7,-4847,0,-12196,-3,1925,10,0
7276,UnspottedÃnemone,"NA1_4250189714",14,30,8968,0.4,8370,1,2301,10,1
7277,UnspottedÃnemone,"NA1_4250159450",9,6,5378,0.8,-287,-2,1245,10,1
7278,UnspottedÃnemone,"NA1_4250176154",23,35,15514,0.8,20220,2,1871,10,1
7279,UnspottedÃnemone,"NA1_4250191218",21,23,14804,2.2,11216,-1,1465,10,1
7280,UnspottedÃnemone,"NA1_4250141090",-1,6,5442,1,3662,0,1756,10,1
7281,Strey Sylver,"NA1_4264748538",19,15,14225,1.4,20631,1,1487,10,1
7282,Strey Sylver,"NA1_4261545283",22,53,11826,1.2,15306,2,1667,10,1
7283,Strey Sylver,"NA1_4258925146",9,8,4573,1.4,-713,0,2325,10,1
7284,Strey Sylver,"NA1_4258931697",32,62,13467,2,17926,3,1358,10,1
7285,Strey Sylver,"NA1_4258812997",-19,-8,-13113,-1,-15165,-1,1739,10,0
7286,Strey Sylver,"NA1_4257954382",-6,-14,-2252,-0.4,-12492,-1,2343,10,0
7287,Strey Sylver,"NA1_4257808142",11,45,-2214,0,-3609,1,2004,10,1
7288,Strey Sylver,"NA1_4257776107",3,11,5705,0.2,15508,-3,2130,10,1
7289,Strey Sylver,"NA1_4255189406",10,-10,5687,1.4,13989,3,2001,10,1
7290,Strey Sylver,"NA1_4255195565",23,49,8584,1.6,4834,1,1969,10,1
7291,Strey Sylver,"NA1_4253311140",8,22,5346,1.4,8495,4,1815,10,1
7292,Strey Sylver,"NA1_4252480944",-14,-23,-7415,-0.4,-8051,-2,2185,10,0
7293,Strey Sylver,"NA1_4252407911",20,33,8390,1,9959,0,1446,10,1
7294,Strey Sylver,"NA1_4252289437",-18,-24,-3198,-0.4,-11353,1,2119,10,0
7295,Strey Sylver,"NA1_4252287773",-18,-36,-14517,-1.8,-19595,-4,1808,10,0
7296,Strey Sylver,"NA1_4252295924",-24,-7,-20951,-1.8,-25673,-4,1586,10,0
7297,Strey Sylver,"NA1_4252237353",6,34,2418,1.2,1729,-1,2095,10,1
7298,Strey Sylver,"NA1_4251517762",-16,-16,-9634,-1.6,-16819,-3,1692,10,0
7299,Strey Sylver,"NA1_4251511859",2,21,-122,0.6,-2230,0,2403,10,1
7300,Strey Sylver,"NA1_4251300067",-14,-20,-13334,-1.2,-14659,-2,1503,10,0
7301,Strey Sylver,"NA1_4249526867",3,-1,2658,0.6,12629,-1,2202,10,1
7302,Strey Sylver,"NA1_4248528639",21,18,17386,2.2,16591,3,1336,10,1
